855	462
856	323
857	407
858	314
859	69
860	388
861	508
862	259
863	68
864	388
865	23
866	425
867	485
868	496
869	203
870	425
872	591
873	462
874	517
878	711
879	499
880	462
881	462
882	901
883	474
884	508
885	277
886	69
888	462
889	716
890	517
891	525
892	407
893	69
894	573
895	462
896	474
897	102
898	296
900	277
901	624
902	410
903	356
904	259
905	46
907	425
908	508
909	388
910	322
911	222
912	69
913	351
914	531
915	410
916	203
917	388
918	139
919	462
920	254
921	302
922	390
923	370
924	69
925	610
926	462
927	280
928	339
929	351
930	116
931	628
932	323
933	668
934	390
935	370
936	92
937	314
938	554
939	388
940	305
941	554
942	116
943	388
944	878
945	1056
946	457
947	647
948	254
950	924
951	601
952	561
953	203
954	19
956	1178
957	1616
958	954
959	453
960	893
961	261
962	722
963	832
964	665
965	418
966	570
967	95
968	684
969	642
970	488
971	523
972	456
973	119
974	665
975	689
976	865
977	488
978	760
979	214
980	1121
981	1212
982	931
983	645
984	855
985	356
987	680
988	874
989	1331
990	931
991	627
992	551
993	261
994	836
995	927
996	466
997	436
998	684
999	119
1000	703
1001	475
1002	510
1003	331
1004	494
1005	95
1006	551
1007	737
1008	510
1009	627
1010	399
1011	214
1012	798
1013	689
1014	665
1015	366
1016	494
1017	143
1018	798
1019	760
1020	621
1021	436
1022	570
1023	71
1024	931
1025	903
1026	577
1027	331
1028	627
1029	24
1030	808
1031	732
1032	436
